date,hospital,gender,age_group,review,sentiment
2025-02-10,مستشفى الرحمة العام,أنثى,18-25,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-05-14,عيادات الهدى التخصصية,أنثى,51+,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-04-02,عيادات الهدى التخصصية,ذكر,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-05-21,عيادات الهدى التخصصية,أنثى,51+,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-02-18,مجمع الأمل الصحي,أنثى,51+,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-05-12,مستشفى الرحمة العام,ذكر,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-03-28,مجمع الأمل الصحي,أنثى,26-35,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-26,مستشفى الرحمة العام,أنثى,18-25,شعرت أنني مجرد رقم في النظام. لا يوجد أي نوع من التعاطف أو التوضيح.,extremely_negative
2025-04-28,مستشفى المدينة الطبية,أنثى,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-01-19,مستشفى الرحمة العام,ذكر,18-25,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-02-10,مستشفى المدينة الطبية,ذكر,36-50,الإجراءات كانت فوضوية، والطبيب كان قاسيًا في التعامل ولم يشرح شيئًا.,extremely_negative
2025-04-21,مستشفى المدينة الطبية,أنثى,18-25,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2025-03-14,عيادات الهدى التخصصية,أنثى,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-03-29,مستشفى الرحمة العام,ذكر,51+,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2024-12-08,مستشفى الحياة,أنثى,36-50,شعرت أنني مجرد رقم في النظام. لا يوجد أي نوع من التعاطف أو التوضيح.,extremely_negative
2025-02-10,مجمع الأمل الصحي,أنثى,51+,الإجراءات كانت فوضوية، والطبيب كان قاسيًا في التعامل ولم يشرح شيئًا.,extremely_negative
2025-02-02,مستشفى الرحمة العام,أنثى,36-50,الموعد تم في وقته، لكن شعرت أن الفحص كان سريعًا أكثر من اللازم.,neutral
2025-05-05,مجمع الأمل الصحي,أنثى,26-35,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-03-25,مستشفى الحياة,أنثى,51+,تجربتي كانت عادية، لا تتضمن سلبيات أو إيجابيات واضحة.,neutral
2025-03-18,عيادات الهدى التخصصية,ذكر,51+,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-03-01,عيادات الهدى التخصصية,ذكر,18-25,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2024-12-16,مجمع الأمل الصحي,ذكر,26-35,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2024-12-17,مركز الشفاء الطبي,ذكر,26-35,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2024-12-22,مستشفى الحياة,أنثى,26-35,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-02-17,مستشفى الرحمة العام,أنثى,51+,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2024-12-13,مجمع الأمل الصحي,ذكر,36-50,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2024-12-15,مستشفى الحياة,أنثى,26-35,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-04-20,مركز الشفاء الطبي,ذكر,18-25,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2024-12-18,مستشفى الحياة,ذكر,26-35,تجربتي كانت عادية، لا تتضمن سلبيات أو إيجابيات واضحة.,neutral
2025-01-02,مستشفى الحياة,ذكر,36-50,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-04-02,مجمع الأمل الصحي,ذكر,26-35,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-01-16,مستشفى الحياة,ذكر,26-35,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-05-29,عيادات الهدى التخصصية,ذكر,36-50,تجربتي كانت عادية، لا تتضمن سلبيات أو إيجابيات واضحة.,neutral
2025-02-01,مجمع الأمل الصحي,ذكر,18-25,الزيارة كانت روتينية، لم ألاحظ شيئًا مميزًا أو سيئًا.,neutral
2024-12-12,مستشفى الحياة,أنثى,18-25,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-04-01,مستشفى الحياة,ذكر,18-25,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-02-26,مستشفى المدينة الطبية,ذكر,18-25,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-05-22,مجمع الأمل الصحي,أنثى,18-25,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-03-10,مجمع الأمل الصحي,ذكر,18-25,تجربتي كانت عادية، لا تتضمن سلبيات أو إيجابيات واضحة.,neutral
2024-12-08,مجمع الأمل الصحي,ذكر,36-50,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2025-03-20,مستشفى الرحمة العام,ذكر,18-25,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-05-31,مستشفى الرحمة العام,ذكر,18-25,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-05-20,عيادات الهدى التخصصية,ذكر,18-25,المكان نظيف جدًا، والطبيب كان صبورًا وأجاب على كل أسئلتي بكل لطف. أشعر بالرضا التام عن زيارتي.,extremely_positive
2025-02-14,مستشفى الرحمة العام,ذكر,26-35,الموعد تم في وقته، ولكن لم أشعر بالاهتمام الكامل.,normal
2025-02-11,عيادات الهدى التخصصية,أنثى,36-50,المكان نظيف جدًا، والطبيب كان صبورًا وأجاب على كل أسئلتي بكل لطف. أشعر بالرضا التام عن زيارتي.,extremely_positive
2025-03-10,مركز الشفاء الطبي,أنثى,26-35,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2025-02-10,مجمع الأمل الصحي,أنثى,18-25,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-03-06,عيادات الهدى التخصصية,أنثى,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-04-23,مستشفى المدينة الطبية,ذكر,18-25,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2024-12-31,مستشفى المدينة الطبية,ذكر,26-35,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-01-19,مركز الشفاء الطبي,أنثى,18-25,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-03-17,مستشفى المدينة الطبية,ذكر,36-50,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-04-08,مستشفى الرحمة العام,أنثى,51+,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
